positive,negative,brightness,loudness,speaking,whole_words,mean
0.845987235,1.628404818,0.437103302,0.020122219,-9.29E-08,0.005272645,1
0.948492115,1.308812305,0.450907185,0.020158848,-5.22E-08,-0.013933795,1
1.077380054,1.00058218,0.462727198,0.021703047,-2.92E-08,-0.026244651,1
1.179090579,0.686107531,0.473971466,0.02640324,-1.63E-08,-0.032742083,1
1.156257553,0.375910479,0.482446112,0.032275647,-9.04E-09,-0.034720176,1
0.981483951,0.096850466,0.481741637,0.036548899,-4.99E-09,-0.033492882,1
0.701504186,-0.128213416,0.468583114,0.037659718,-2.75E-09,-0.030252804,1
0.393812074,-0.289176815,0.446433669,0.035580539,-1.51E-09,-0.025982458,1
0.162534915,-0.387811747,0.425552321,0.032343079,-8.25E-10,-0.021417291,1
0.103036306,-0.433274571,0.413739029,0.030345889,-4.49E-10,-0.017051533,1
0.232687408,-0.437772583,0.412736198,0.031011159,-2.44E-10,-0.013172514,1
0.496818642,-0.413644271,0.420153493,0.037722057,-1.32E-10,-0.009908446,1
0.819479408,-0.371791604,0.431292583,0.047829207,-7.12E-11,-0.00727763,1
1.144577644,-0.321028197,0.442727896,0.055720822,-3.83E-11,-0.005231435,1
1.467290361,-0.266421876,0.452638897,0.060694023,-2.06E-11,-0.003687545,1
1.796445447,-0.198426447,0.460934859,0.065345029,-1.10E-11,-0.002553035,1
2.126808669,-0.075771531,0.468107919,0.068731973,-5.87E-12,-0.001738605,1
2.470928235,0.154637583,0.474232295,0.070690603,-3.12E-12,-0.001166042,1
2.823786527,0.480862405,0.478709684,0.071022368,-1.66E-12,-0.000771041,1
3.137988028,0.780561519,0.480582572,0.067640246,-8.77E-13,-0.000503174,1
3.38963282,0.938817091,0.475240818,0.059715227,-4.63E-13,-0.000324354,1
3.55016557,0.945477804,0.460088314,0.04855308,-2.44E-13,-0.000206693,1
3.465201254,0.932101044,0.437524198,0.036236037,-1.28E-13,-0.000130302,1
3.047156032,1.087855263,0.412506147,0.024731985,-6.73E-14,-8.13E-05,1
2.371905745,1.477268399,0.389443869,0.015323362,-3.52E-14,-5.03E-05,1
1.593613801,1.984088079,0.371569159,0.008623925,-1.84E-14,-3.08E-05,1
0.891949279,2.335327186,0.36280009,0.005378458,-9.58E-15,-1.87E-05,1
0.504552563,2.357322898,0.364424895,0.007029439,-4.99E-15,-1.13E-05,1
0.542772786,2.073063781,0.374196565,0.012225015,-2.59E-15,-6.74E-06,1
0.919587456,1.606572785,0.388449804,0.017914316,-1.34E-15,-4.00E-06,1
1.413170922,1.085396562,0.403827231,0.022028868,-6.94E-16,-2.36E-06,1
1.830132758,0.598411719,0.417891278,0.023939791,-3.58E-16,-1.38E-06,1
2.134453316,0.192849859,0.431183122,0.024372425,-1.85E-16,-8.04E-07,1
2.400336157,-0.114302024,0.453839484,0.024143226,-9.51E-17,-4.65E-07,1
2.681381942,-0.324363003,0.492422561,0.023583568,-4.88E-17,-2.68E-07,1
2.97211497,-0.448572258,0.542827021,0.022801758,-2.51E-17,-1.53E-07,1
3.240161702,-0.502902659,0.595376306,0.022156551,-1.28E-17,-8.72E-08,1
3.457414644,-0.500974649,0.639906979,0.021823263,-6.56E-18,-4.94E-08,1
3.611367796,-0.431985445,0.662797976,0.021863718,-3.35E-18,-2.78E-08,1
3.703331093,-0.270870846,0.658954621,0.022327769,-1.71E-18,-1.56E-08,1
3.742609838,-0.075053109,0.635598486,0.023348416,-8.70E-19,-8.73E-09,1
3.741465142,0.077144164,0.603739491,0.024437808,-4.42E-19,-4.86E-09,1
3.712073906,0.15508446,0.571960954,0.025134968,-2.24E-19,-2.69E-09,1
3.665100988,0.168423144,0.544605418,0.025211903,-1.14E-19,-1.48E-09,1
3.609198886,0.141184876,0.526328692,0.024723453,-5.76E-20,-8.16E-10,1
3.54481409,0.095469583,0.518519494,0.02384184,-2.91E-20,-4.47E-10,1
3.443227949,0.046331224,0.518281708,0.022602595,-1.47E-20,-2.44E-10,1
3.275064445,0.008465052,0.521957982,0.021405037,-7.42E-21,-1.33E-10,1
3.018122562,0.019312093,0.526738294,0.020652205,-3.74E-21,-7.20E-11,1
2.678917571,0.09945281,0.53014635,0.019869543,-1.88E-21,-3.89E-11,1
2.296223369,0.202292884,0.531025524,0.018196016,-9.46E-22,-2.10E-11,1
1.902439326,0.269699121,0.530520179,0.015496592,-4.75E-22,-1.13E-11,1
1.505378551,0.280902358,0.534049204,0.013052599,-2.38E-22,-6.04E-12,1
1.119290763,0.246453067,0.545232027,0.011726487,-1.19E-22,-3.23E-12,1
0.772827706,0.187240887,0.562791731,0.01126393,-5.97E-23,-1.72E-12,1
0.496692458,0.121374369,0.581748128,0.011028702,-2.99E-23,-9.14E-13,1
0.328374378,0.06036226,0.592867795,0.010584917,-1.49E-23,-4.85E-13,1
0.298755607,0.009975357,0.590788216,0.009583795,-7.44E-24,-2.56E-13,1
0.400126267,-0.027793545,0.576211439,0.008430479,-3.71E-24,-1.35E-13,1
0.590710184,-0.053149803,0.549336943,0.007579976,-1.85E-24,-7.12E-14,1
0.820847292,-0.06751227,0.512623517,0.006982125,-9.19E-25,-3.74E-14,1
1.050744751,-0.072922445,0.473817496,0.00655049,-4.57E-25,-1.96E-14,1
1.253944409,-0.071649312,0.451902171,0.006631759,-2.27E-25,-1.02E-14,1
1.404273858,-0.065897151,0.458976257,0.007069337,-1.12E-25,-5.35E-15,1
1.462189056,-0.057597252,0.491637829,0.007438816,-5.58E-26,-2.79E-15,1
1.415313793,-0.048286796,0.538495871,0.007811718,-2.76E-26,-1.45E-15,1
1.290292938,-0.039071075,0.588200425,0.008494581,-1.37E-26,-7.51E-16,1
1.143321454,-0.030651761,0.632121107,0.009789851,-6.76E-27,-3.89E-16,1
1.094318936,-0.023396335,0.663681532,0.012128957,-3.34E-27,-2.01E-16,1
1.245376784,-0.017424151,0.679797473,0.014953202,-1.65E-27,-1.04E-16,1
1.558607596,-0.01269039,0.675835961,0.016663641,-8.12E-28,-5.35E-17,1
1.925616558,-0.00905671,0.651350637,0.016324659,-4.00E-28,-2.75E-17,1
2.261550063,-0.006344116,0.612646722,0.014371079,-1.97E-28,-1.41E-17,1
2.526131306,-0.004368328,0.568102983,0.012701353,-9.70E-29,-7.23E-18,1
2.725418129,-0.002960495,0.524299289,0.013060716,-4.77E-29,-3.70E-18,1
2.95070818,-0.001977044,0.485192546,0.016148538,-2.34E-29,-1.89E-18,1
3.302135597,-0.001302312,0.453555386,0.022490791,-1.15E-29,-9.65E-19,1
3.799153447,-0.000846952,0.431130235,0.031506032,-5.65E-30,-4.92E-19,1
4.440860011,-0.000544261,0.418068138,0.040170605,-2.77E-30,-2.50E-19,1
5.173347696,-0.000345848,0.41299246,0.045736868,-1.36E-30,-1.27E-19,1
5.829058468,-0.000217464,0.413705181,0.047513635,-6.64E-31,-6.45E-20,1
6.268204411,-0.000135389,0.41835109,0.046387067,-3.25E-31,-3.27E-20,1
6.46203039,-8.35E-05,0.426397406,0.043714734,-1.59E-31,-1.65E-20,1
6.453011155,-5.11E-05,0.437394017,0.04058978,-7.77E-32,-8.36E-21,1
6.281258571,-3.10E-05,0.450575691,0.037775051,-3.79E-32,-4.22E-21,1
5.949415171,-1.86E-05,0.464718302,0.036298352,0.007668547,-2.13E-21,1
5.469929721,-1.11E-05,0.478410635,0.037723751,0.062799445,-1.07E-21,1
4.902046372,-6.59E-06,0.490423707,0.042946394,0.18819584,-5.39E-22,1
4.35688937,-3.88E-06,0.499999407,0.049975061,0.366159855,-2.71E-22,1
4.032460413,-2.27E-06,0.506787339,0.055421119,0.553184534,-1.36E-22,1
4.065486292,-1.32E-06,0.510850793,0.057534949,0.677833666,-6.81E-23,1
4.434988483,-7.62E-07,0.51279784,0.056916035,0.69845767,-3.41E-23,1
5.047582851,-4.38E-07,0.513378436,0.055160271,0.625894955,-1.71E-23,1
5.783274678,-2.50E-07,0.513171749,0.053677707,0.497154094,-8.53E-24,1
6.52157072,-1.42E-07,0.512503608,0.05338789,0.349359781,-4.26E-24,1
7.171365771,-8.06E-08,0.51152901,0.054484637,0.208612076,-2.12E-24,1
7.679164464,-4.54E-08,0.510379137,0.056371537,0.089277009,-1.06E-24,1
8.009594445,-2.55E-08,0.509270799,0.058087428,-0.002919992,-5.27E-25,1
8.139067906,-1.42E-08,0.508528703,0.059381516,-0.067647782,-2.62E-25,1
8.070040839,-7.90E-09,0.508302745,0.060660956,-0.107640647,-1.30E-25,1
7.782590782,-4.37E-09,0.508481864,0.062230221,-0.12719976,-6.46E-26,1
7.309486592,-2.41E-09,0.508826927,0.064222329,-0.131207927,-3.20E-26,1
6.840970633,-1.33E-09,0.509102356,0.066256615,-0.12444831,-1.59E-26,1
