positive,negative,brightness,loudness,speaking,whole_words,mean
0.53679322,-0.255034564,0.382991232,0.013259769,0.624353229,0.418634756,1
0.699102068,-0.184732321,0.364684855,0.007808109,0.454057495,0.284364686,1
0.813580953,-0.131288653,0.34690921,0.004505797,0.314495013,0.156632813,1
0.856601398,-0.088613377,0.331709305,0.003990907,0.260111292,0.048936428,1
0.816404487,-0.031348718,0.320230804,0.006340982,0.292054858,-0.033405623,1
0.698373439,0.08795315,0.313148126,0.01038956,0.381346758,-0.090142225,1
0.527866827,0.293694223,0.310606069,0.014066123,0.495174405,-0.123883485,1
0.351321749,0.556235259,0.311948857,0.015824309,0.609209079,-0.138699349,1
0.26858901,0.785709834,0.314653443,0.01580976,0.70933768,-0.139203445,1
0.370299649,0.896991876,0.310121505,0.016245129,0.789223811,-0.129915602,1
0.656443892,0.870402926,0.292987062,0.018168055,0.84745416,-0.114826736,1
1.053970698,0.741049467,0.26569237,0.021462982,0.885468927,-0.097147604,1
1.475737031,0.560306722,0.234388557,0.025238518,0.906255331,-0.07922425,1
1.856704804,0.370927619,0.204750684,0.029061739,0.913503575,-0.062585089,1
2.16194088,0.199888046,0.180290151,0.032512009,0.911014303,-0.048072092,1
2.380529679,0.060501316,0.162349465,0.035264829,0.902276589,-0.036008688,1
2.516627882,-0.04317084,0.150857898,0.036812028,0.890201,-0.026367136,1
2.582320688,-0.112608002,0.14502574,0.037162539,0.876999731,-0.018912128,1
2.59295166,-0.152339927,0.14369061,0.036951331,0.864189787,-0.013310441,1
2.564264555,-0.168339277,0.145611606,0.036649139,0.852680943,-0.009206025,1
2.510670266,-0.16693262,0.149629966,0.035870529,0.84290704,-0.006265453,1
2.444245981,-0.154042821,0.154762275,0.034054347,0.834965962,-0.00420088,1
2.374281987,-0.134702682,0.160216404,0.031410999,0.828745061,-0.002777714,1
2.305727589,-0.110131856,0.165408072,0.02861236,0.824020466,-0.001813006,1
2.228459628,-0.062245652,0.171005488,0.02575699,0.820527636,-0.001169069,1
2.108020623,0.049127495,0.182019382,0.0231096,0.818006133,-0.000745317,1
1.930158141,0.227494343,0.201413162,0.021393971,0.816224138,-0.000470112,1
1.711075242,0.436879428,0.226972263,0.020355972,0.80732016,-0.000293558,1
1.453928578,0.626706394,0.254317073,0.018639363,0.751347574,0.007486967,1
1.137018747,0.744441572,0.28307438,0.015485976,0.625386833,0.062688129,1
0.765597717,0.759262962,0.312080451,0.011224768,0.447049945,0.188128174,1
0.386927915,0.68548331,0.338602917,0.006661225,0.252113679,0.366119052,1
0.084818435,0.596792394,0.35937179,0.002664042,0.079845768,0.553160116,1
-0.060635566,0.596287568,0.366205555,0.000357021,-0.011143245,0.677819158,1
-0.034753502,0.726474551,0.354789889,-0.000110849,0.008789237,0.69844911,1
0.106462312,0.952210106,0.328895015,0.000898401,0.120761892,0.625889937,1
0.286240899,1.232237308,0.295977772,0.004050157,0.28344535,0.497151171,1
0.452382498,1.519009377,0.262815061,0.008862711,0.457937983,0.349358088,1
0.584442292,1.762919422,0.233733425,0.014884009,0.617883239,0.208611101,1
0.681222478,1.922298178,0.210715377,0.021273459,0.749523816,0.089276451,1
0.753548106,1.959799169,0.194189019,0.026604449,0.84821506,-0.00292031,1
0.826967955,1.871826135,0.183633503,0.030830913,0.914919054,-0.067647963,1
0.916729841,1.693171144,0.178093951,0.033619317,0.953683514,-0.107640749,1
1.018143788,1.472218733,0.176423424,0.034899931,0.970001898,-0.127199817,1
1.117828824,1.250162,0.17752911,0.03435096,0.969739342,-0.131207959,1
1.204156426,1.048170823,0.180526096,0.032482436,0.95841434,-0.124448327,1
1.27099885,0.849067233,0.184585798,0.029364607,0.940745577,-0.111145439,1
1.317154752,0.628273681,0.188936991,0.025223969,0.912756592,-0.094704088,1
1.341026555,0.388729967,0.19297949,0.021054858,0.837281297,-0.077623797,1
1.327605395,0.155025916,0.196307762,0.01744599,0.693180053,-0.061549784,1
1.268330693,-0.04709721,0.198654977,0.015550472,0.49903017,-0.047410124,1
1.17357894,-0.202238668,0.200086812,0.014804713,0.290972948,-0.035590026,1
1.063500164,-0.306555009,0.200943223,0.013792727,0.100573436,-0.026105057,1
0.956711944,-0.364287654,0.201655741,0.012187547,-0.045948258,-0.018749646,1
0.861426069,-0.38378991,0.202492966,0.011598169,-0.10233025,-0.013210621,1
0.763165771,-0.374662121,0.203491107,0.012678349,-0.047346617,-0.009145228,1
0.6512069,-0.346096048,0.204598561,0.014772439,0.095447311,-0.006228723,1
0.532299505,-0.306054229,0.205731756,0.01700131,0.282639163,-0.004178862,1
0.42092689,-0.260933143,0.206789856,0.02000548,0.474821047,-0.002764611,1
0.329054798,-0.215499646,0.207686134,0.023913477,0.646050341,-0.001805263,1
0.262388119,-0.172993908,0.208361899,0.027454932,0.783503989,-0.001164524,1
0.221101541,-0.135338306,0.209171624,0.028929087,0.883723616,-0.000742665,1
0.201986169,-0.103404993,0.212243864,0.028948872,0.948908648,-0.000468574,1
0.200357611,-0.077299502,0.218800687,0.028293302,0.984246153,-0.000292672,1
0.211287606,-0.0566252,0.228012083,0.027411076,0.99617581,-0.000181072,1
0.230267085,-0.040705088,0.238132591,0.026255772,0.991273889,-0.000111026,1
0.253514471,-0.028750237,0.247596505,0.025815612,0.975537084,-6.75E-05,1
0.278085067,-0.019974949,0.25549759,0.026854022,0.953960994,-4.07E-05,1
0.301865293,-0.01366583,0.261391099,0.028121585,0.930359239,-2.44E-05,1
0.323494163,-0.008448433,0.265160105,0.028090075,0.907373603,-1.45E-05,1
0.342239423,0.007051264,0.267045459,0.02670448,0.886616308,-8.54E-06,1
0.357852128,0.071312638,0.267443292,0.024125548,0.86888283,-5.01E-06,1
0.370420868,0.205296386,0.266748075,0.020686385,0.854382127,-2.92E-06,1
0.380241885,0.401952983,0.26540105,0.01732831,0.842946925,-1.69E-06,1
0.38771468,0.647106366,0.263753397,0.015938486,0.834203766,-9.73E-07,1
0.393266163,0.93082473,0.262003146,0.015668429,0.827696739,-5.57E-07,1
0.397301508,1.231526638,0.260296071,0.015075433,0.822968226,-3.18E-07,1
0.400176938,1.516579353,0.258789513,0.014990756,0.819604891,-1.80E-07,1
0.402188679,1.757285874,0.257640509,0.015654872,0.809589919,-1.02E-07,1
0.403572557,1.937719536,0.257064403,0.015903228,0.752850671,-5.71E-08,1
0.404509727,2.054927173,0.257148392,0.014703725,0.626369524,-3.19E-08,1
0.405135209,2.114998127,0.257815056,0.012006718,0.447684717,-1.78E-08,1
0.405547038,2.128710137,0.25888095,0.00844264,0.252519098,-9.85E-09,1
0.404281067,2.115172234,0.259503968,0.004989251,0.072433413,-5.44E-09,1
0.391126331,2.126430117,0.256210265,0.003577505,-0.066113866,-2.99E-09,1
0.349617064,2.216870368,0.246756167,0.005742809,-0.116507833,-1.64E-09,1
0.276474048,2.386771038,0.232948762,0.010069196,-0.05714112,-8.96E-10,1
0.18418897,2.57573471,0.219263982,0.013627155,0.088789273,-4.88E-10,1
0.089851376,2.730101365,0.20886218,0.015014764,0.278180396,-2.65E-10,1
0.006729415,2.759415007,0.202198855,0.014882866,0.471876294,-1.43E-10,1
-0.058147186,2.602995102,0.197027616,0.014539385,0.644130524,-7.72E-11,1
-0.102952168,2.305104396,0.192107936,0.01449617,0.782267427,-4.15E-11,1
-0.129131509,1.976662417,0.191564654,0.015643801,0.882936117,-2.23E-11,1
-0.139779681,1.713439886,0.198277406,0.017483131,0.940743895,-1.19E-11,1
-0.13857351,1.593703555,0.208604657,0.018218748,0.921137161,-6.35E-12,1
-0.129143736,1.636942165,0.217659323,0.017313544,0.80778868,-3.38E-12,1
-0.114721514,1.783019211,0.22269978,0.016803003,0.632665418,-1.79E-12,1
-0.097954616,1.905094486,0.220825002,0.018198555,0.477412289,-9.48E-13,1
-0.08083985,1.918856258,0.211056027,0.021009421,0.401480849,-5.00E-13,1
-0.064741347,1.819504704,0.196021009,0.0235127,0.409839946,-2.63E-13,1
-0.05046897,1.629667439,0.180209069,0.024531652,0.468488107,-1.38E-13,1
-0.038390749,1.392544302,0.169538242,0.023503136,0.506433823,-7.26E-14,1
-0.028555241,1.169657038,0.167083542,0.020827425,0.477342351,-3.80E-14,1
-0.02080527,1.003990189,0.171937733,0.017457293,0.385008435,-1.98E-14,1
-0.014871823,0.909950928,0.181288193,0.014628457,0.266435976,-1.03E-14,1
-0.01044376,0.897768307,0.191916502,0.013008816,0.191274789,-5.37E-15,1
-0.007214183,0.955061667,0.201429255,0.012248802,0.202158961,-2.79E-15,1
-0.000306114,1.012604606,0.208633406,0.011485392,0.290779819,-1.45E-15,1
0.041290988,0.987453044,0.210572257,0.010515379,0.423405733,-7.47E-16,1
0.167260265,0.844682552,0.207871058,0.010430413,0.566364432,-3.86E-16,1
0.37883139,0.613074653,0.203977836,0.01164182,0.69676612,-1.99E-16,1
0.590234436,0.363861373,0.201029858,0.013461275,0.802940871,-1.02E-16,1
0.710156637,0.15638801,0.198680938,0.015611896,0.881215825,-5.25E-17,1
0.716223926,-0.002573987,0.199438732,0.017258029,0.932661289,-2.69E-17,1
0.671024716,-0.127397125,0.20569644,0.017667024,0.960839657,-1.38E-17,1
0.682755806,-0.225090789,0.216860128,0.017536422,0.970429443,-7.05E-18,1
0.776406722,-0.295249584,0.229743721,0.017135492,0.958704421,-3.60E-18,1
0.85748077,-0.336765892,0.237931553,0.016220383,0.89051569,-1.83E-18,1
0.843767771,-0.351375733,0.237339246,0.015008205,0.747043915,-9.34E-19,1
0.728950338,-0.337563896,0.228260512,0.01377505,0.549116313,-4.75E-19,1
0.552142717,-0.26420069,0.214915263,0.012545524,0.334803396,0.007668547,1
0.358506415,-0.091287207,0.207353604,0.011994696,0.137156558,0.062799445,1
0.180318665,0.17774257,0.212097964,0.012755503,-0.024245403,0.18819584,1
0.034393907,0.497808608,0.227937864,0.014683502,-0.142312335,0.366159855,1
-0.073894402,0.815716271,0.249720651,0.017332646,-0.218316288,0.560853082,1
-0.145944061,1.092510904,0.272166831,0.02051766,-0.258031619,0.740633111,1
-0.18659174,1.306713708,0.291609068,0.023732332,-0.269087154,0.88665351,1
-0.202120071,1.438503005,0.306131628,0.026471582,-0.259375659,0.992054809,1
-0.199101159,1.454258614,0.315499065,0.028330311,-0.236147298,1.058007176,1
-0.183686473,1.333088639,0.32133185,0.028981946,-0.205517847,1.089992892,1
-0.161161922,1.096629711,0.329117314,0.028376718,-0.172251006,1.087597039,1
-0.135709463,0.797879612,0.343621284,0.026886314,-0.139741575,1.018532373,1
-0.110349239,0.492362785,0.364618859,0.025147003,-0.110144241,0.874559891,1
-0.08702618,0.220175631,0.387795757,0.023656161,-0.084592569,0.7189847,1
-0.066790548,0.002413237,0.408513201,0.0223652,-0.063454735,0.614967697,1
-0.042350734,-0.154920241,0.422948945,0.020974189,-0.046582305,0.579658803,1
0.026165041,-0.25540922,0.424200655,0.019289067,-0.033523286,0.598078828,1
0.163822706,-0.307716352,0.409338989,0.017317338,-0.023686002,0.646475101,1
0.369094237,-0.322520973,0.382775775,0.015451424,-0.016452549,0.705125844,1
0.645634126,-0.310597078,0.351873802,0.015061508,-0.003579735,0.761489894,1
0.987095797,-0.2793591,0.322061452,0.017250781,0.055222145,0.808997053,1
1.331680411,-0.223363913,0.297916686,0.021365027,0.183161562,0.845008091,1
1.605038408,-0.133913208,0.282452054,0.025801856,0.362858176,0.869247789,1
1.772735211,-0.015974532,0.27562818,0.03002433,0.558713869,0.88282466,1
1.8319546,0.113587968,0.275419443,0.033349127,0.739262825,0.887612652,1
1.759209372,0.23991529,0.281153992,0.034667262,0.885785158,0.885810422,1
1.541578856,0.367386769,0.292702412,0.034881565,0.991510087,0.871935901,1
1.21376507,0.503563372,0.310337837,0.034511666,1.057668727,0.808128538,1
0.839315479,0.643251131,0.332436245,0.033165165,1.089784503,0.673125591,1
0.477985726,0.772987534,0.356342727,0.030295523,1.095138373,0.493396025,1
0.16921685,0.880574049,0.380123457,0.027264696,1.08125479,0.345264565,1
-0.068967704,0.959709303,0.401562353,0.026511746,1.055040902,0.28353115,1
-0.234339821,1.009926829,0.418864137,0.02862083,1.022317505,0.309449581,1
-0.334111503,1.036525641,0.431198505,0.032682164,0.987608589,0.393983182,1
-0.380081715,1.060786091,0.439039174,0.03684851,0.954122439,0.504170496,1
-0.38546207,1.125835059,0.443642028,0.03938941,0.923873633,0.615495988,1
-0.362939187,1.25028084,0.446292268,0.039556012,0.897893532,0.713656952,1
-0.323558226,1.413378989,0.447690071,0.037719536,0.876477621,0.792144823,1
-0.276170949,1.580816619,0.447975961,0.034704519,0.859426892,0.849400871,1
-0.227295298,1.725908966,0.446979717,0.031464653,0.846254843,0.886748771,1
-0.181269953,1.835249497,0.444211568,0.028738711,0.836346665,0.90708613,1
-0.140594616,1.903798516,0.438681096,0.026930269,0.829069187,0.914036513,1
-0.106354954,1.921269693,0.42975736,0.025738158,0.823837839,0.911352384,1
-0.078650337,1.877730715,0.417809919,0.025974438,0.820150344,0.902488827,1
-0.056969433,1.782090943,0.403931972,0.028232437,0.817597336,0.890332931,1
-0.040486054,1.657688637,0.389214377,0.031951326,0.815858746,0.877080985,1
-0.028269737,1.528228928,0.374268308,0.036031557,0.814692713,0.864239393,1
-0.019419896,1.410440213,0.360362435,0.039203842,0.813921677,0.852710977,1
-0.013139407,1.313184209,0.348287885,0.040366859,0.813418506,0.842925083,1
-0.008765004,1.239326913,0.338462651,0.040194905,0.813094153,0.83497672,1
-0.005770002,1.187964251,0.331781615,0.039691887,0.81288746,0.82875143,1
-0.003751541,1.156140846,0.328784156,0.038800199,0.812757159,0.824024212,1
-0.00241092,1.139997584,0.329078525,0.038343259,0.812675844,0.820529825,1
-0.001532485,1.135507502,0.331705762,0.037904765,0.812625581,0.818007404,1
-0.000964106,1.138940711,0.335277093,0.036460779,0.81259479,0.816224872,1
-0.000600649,1.147137163,0.338667281,0.033963097,0.812576087,0.814989128,1
-0.00037078,1.157629776,0.341378186,0.031988706,0.812564818,0.81414726,1
-0.000226896,1.16865132,0.343314403,0.030879215,0.81255808,0.813582809,1
-0.000137704,1.179060378,0.34449052,0.029818094,0.81255408,0.813209877,1
-8.29E-05,1.188222252,0.344857052,0.028964598,0.812551721,0.812966804,1
-4.96E-05,1.195876046,0.344504316,0.028536401,0.81255034,0.812810355,1
-2.94E-05,1.202010432,0.344285237,0.027885049,0.812549536,0.812710834,1
-1.73E-05,1.208294637,0.345982327,0.026389475,0.812549071,0.804979668,1
-1.02E-05,1.232862255,0.353373286,0.024333193,0.812548803,0.749809772,1
-5.91E-06,1.332230065,0.367820196,0.022495988,0.81254865,0.624389323,1
-3.42E-06,1.532714208,0.38701097,0.022736963,0.812548563,0.446410604,1
-1.97E-06,1.8043231,0.407886282,0.025788767,0.812548513,0.251708466,1
-1.13E-06,2.094287989,0.427517514,0.030091036,0.812548486,0.07192308,1
-6.42E-07,2.35782124,0.443182904,0.034009958,0.81254847,-0.074100516,1
-3.64E-07,2.569138505,0.452838503,0.037294349,0.812548461,-0.179503708,1
-2.05E-07,2.719620718,0.456922522,0.039927292,0.812548456,-0.245457188,1
-1.15E-07,2.811931272,0.455758792,0.041963478,0.812548454,-0.277443555,1
-6.43E-08,2.861581386,0.448301372,0.043220292,0.812548452,-0.282716627,1
-3.58E-08,2.919939374,0.434409674,0.043356382,0.812548451,-0.268783078,1
-1.99E-08,3.042556574,0.415584166,0.04301855,0.812548451,-0.242538569,1
-1.10E-08,3.237323366,0.394571626,0.042148328,0.812548451,-0.209796566,1
-6.03E-09,3.462932349,0.374321542,0.040607823,0.81254845,-0.175076436,1
-3.31E-09,3.635507,0.3574961,0.038379241,0.81254845,-0.141583579,1
-1.81E-09,3.679273082,0.347971932,0.036861008,0.81254845,-0.11133079,1
-9.83E-10,3.581819689,0.348562352,0.036711652,0.81254845,-0.085348341,1
-5.33E-10,3.384356885,0.357071686,0.037417985,0.81254845,-0.063931054,1
-2.88E-10,3.139778616,0.370114313,0.03760351,0.81254845,-0.046879524,1
-1.56E-10,2.876809166,0.385967231,0.036345853,0.81254845,-0.033707011,1
-8.36E-11,2.614016108,0.402409981,0.034001846,0.81254845,-0.016130019,1
-4.48E-11,2.38894173,0.413827751,0.030858724,0.81254845,0.046278509,1
-2.40E-11,2.231885969,0.416155167,0.027953581,0.81254845,0.176906339,1
-1.28E-11,2.147118103,0.409610193,0.026642119,0.81254845,0.358557899,1
-6.80E-12,2.121175268,0.396925576,0.026311784,0.81254845,0.555804161,1
-3.60E-12,2.135676693,0.381646124,0.025096973,0.81254845,0.737322795,1
-1.91E-12,2.173023746,0.366366107,0.023283707,0.81254845,0.876840689,1
-1.01E-12,2.202299204,0.350373498,0.020597185,0.81254845,0.927882131,1
-5.30E-13,2.178061529,0.332890091,0.016695177,0.81254845,0.868941277,1
-2.79E-13,2.083288478,0.315030779,0.012986989,0.81254845,0.723287333,1
-1.46E-13,1.937955975,0.298870496,0.009942973,0.81254845,0.534073493,1
-7.65E-14,1.770671084,0.285923738,0.007081239,0.81254845,0.340489999,1
-3.99E-14,1.588584889,0.275057261,0.004324963,0.81254845,0.16830628,1
-2.08E-14,1.386922825,0.264664662,0.00221079,0.81254845,0.03021317,1
-1.08E-14,1.176850724,0.256315426,0.001649,0.81254845,-0.070428576,1
0.003067419,0.990027672,0.251962914,0.002348762,0.804879903,-0.13588847,1
0.038539736,0.833357393,0.252232226,0.003563891,0.749749005,-0.171402697,1
0.19169563,0.658950256,0.258726643,0.00510093,0.624352611,-0.183444648,1
0.52918619,0.43611191,0.271247596,0.006612429,0.446388595,-0.178613304,1
1.025087442,0.182529788,0.287632979,0.007786651,0.251695369,-0.162920404,1
1.588982014,-0.063251761,0.305237089,0.008693368,0.079583887,-0.141371365,1
2.13439616,-0.268914845,0.322031764,0.009625689,-0.018974162,-0.117786127,1
2.635290066,-0.418116687,0.33649528,0.0108188,-0.054109965,-0.09481049,1
3.094745308,-0.508687575,0.347276017,0.012209517,-0.06749471,-0.074059201,1
3.530893021,-0.547240433,0.354029588,0.014221262,-0.082751215,-0.056329303,1
3.949400214,-0.54439285,0.357753337,0.017156613,-0.095268559,-0.041830718,1
4.33049733,-0.511676229,0.360031389,0.020077993,-0.067632071,-0.03039676,1
