anger,happy,fear,sad,excite,brightness,loudness,mean
0.372484572,2.135455582,-1.35E-09,-1.19E-23,-9.69E-20,0.28307438,0.015485976,1
0.360501327,1.374601957,-7.42E-10,-5.92E-24,-4.89E-20,0.312080451,0.011224768,1
0.309660371,0.626869313,-4.08E-10,-2.94E-24,-2.47E-20,0.338602917,0.006661225,1
0.272531791,0.093997478,-2.24E-10,-1.46E-24,-1.25E-20,0.35937179,0.002664042,1
0.34844273,-0.022011968,-1.22E-10,-7.27E-25,-6.27E-21,0.366205555,0.000357021,1
0.626768434,0.270468147,-6.64E-11,-3.61E-25,-3.15E-21,0.354789889,-0.000110849,1
1.099704493,0.799517209,-3.60E-11,-1.79E-25,-1.58E-21,0.328895015,0.000898401,1
1.701638496,1.374449941,-1.95E-11,-8.87E-26,-7.95E-22,0.295977772,0.004050157,1
2.324096946,1.877469083,-1.05E-11,-4.39E-26,-3.98E-22,0.262815061,0.008862711,1
2.806930131,2.284595607,-5.64E-12,-2.17E-26,-1.99E-22,0.233733425,0.014884009,1
3.015036265,2.62303179,-3.02E-12,-1.07E-26,-9.98E-23,0.210715377,0.021273459,1
2.926671923,2.932955595,-1.61E-12,-5.30E-27,-4.98E-23,0.194189019,0.026604449,1
2.619121474,3.24313212,-8.60E-13,-2.62E-27,-2.49E-23,0.183633503,0.030830913,1
2.200927215,3.562412807,-4.57E-13,-1.29E-27,-1.24E-23,0.178093951,0.033619317,1
1.763773298,3.872600198,-2.42E-13,-6.35E-28,-6.18E-24,0.176423424,0.034899931,1
1.367025235,4.132231675,-1.28E-13,-3.13E-28,-3.08E-24,0.17752911,0.03435096,1
1.038670928,4.299857474,-6.76E-14,-1.54E-28,-1.53E-24,0.180526096,0.032482436,1
0.771249583,4.349112772,-3.56E-14,-7.56E-29,-7.60E-25,0.184585798,0.029364607,1
0.527244126,4.305065012,-1.87E-14,-3.71E-29,-3.77E-25,0.188936991,0.025223969,1
0.286043194,4.203961262,-9.80E-15,-1.82E-29,-1.87E-25,0.19297949,0.021054858,1
0.057414246,4.029523957,-5.12E-15,-8.94E-30,-9.26E-26,0.196307762,0.01744599,1
-0.138289936,3.741888594,-2.67E-15,-4.38E-30,-4.59E-26,0.198654977,0.015550472,1
-0.286588692,3.349213583,-1.39E-15,-2.15E-30,-2.27E-26,0.200086812,0.014804713,1
-0.383550397,2.908337189,-7.24E-16,-1.05E-30,-1.12E-26,0.200943223,0.013792727,1
-0.433515497,2.484457563,-3.76E-16,-5.14E-31,-5.53E-27,0.201655741,0.012187547,1
-0.445158716,2.122531317,-1.95E-16,-2.51E-31,-2.73E-27,0.202492966,0.011598169,1
-0.42840138,1.834144173,-1.01E-16,-1.23E-31,-1.35E-27,0.203491107,0.012678349,1
-0.392633032,1.60528561,-5.19E-17,-5.99E-32,-6.63E-28,0.204598561,0.014772439,1
-0.345895524,1.423478445,-2.67E-17,-2.92E-32,-3.26E-28,0.205731756,0.01700131,1
-0.294604171,1.284243694,-1.37E-17,-1.43E-32,-1.61E-28,0.206789856,0.02000548,1
-0.243534463,1.17505051,-7.06E-18,-6.95E-33,-7.89E-29,0.207686134,0.023913477,1
-0.195945882,1.075988306,-3.62E-18,-3.38E-33,-3.88E-29,0.208361899,0.027454932,1
-0.153787471,0.964923719,-1.85E-18,-1.65E-33,-1.90E-29,0.209171624,0.028929087,1
-0.11795185,0.8343075,-9.46E-19,-8.01E-34,-9.33E-30,0.212243864,0.028948872,1
-0.088546482,0.696373692,-4.83E-19,-3.90E-34,-4.57E-30,0.218800687,0.028293302,1
-0.065152466,0.570931485,-2.46E-19,-1.89E-34,-2.24E-30,0.228012083,0.027411076,1
-0.047047684,0.473388015,-1.25E-19,-9.20E-35,-1.10E-30,0.238132591,0.026255772,1
-0.033381302,0.410557808,-6.36E-20,-4.46E-35,-5.36E-31,0.247596505,0.025815612,1
-0.02329683,0.381882813,-3.23E-20,-2.17E-35,-2.62E-31,0.25549759,0.026854022,1
-0.016008661,0.382336547,-1.63E-20,-1.05E-35,-1.28E-31,0.261391099,0.028121585,1
-0.010841317,0.404978552,-8.27E-21,-5.09E-36,-6.25E-32,0.265160105,0.028090075,1
-0.007241903,0.442626937,-4.18E-21,0.000766855,-3.05E-32,0.267045459,0.02670448,1
-0.004775451,0.488787045,-2.11E-21,0.013181637,-1.49E-32,0.267443292,0.024125548,1
-0.003110924,0.538099928,0.003450846,0.077256221,-7.25E-33,0.266748075,0.020686385,1
-0.00200344,0.586502871,0.029026605,0.227443513,-3.53E-33,0.26540105,0.01732831,1
-0.001276298,0.631210069,0.094418919,0.479777721,-1.72E-33,0.263753397,0.015938486,1
-0.000804773,0.670575736,0.211851269,0.811517928,-8.36E-34,0.262003146,0.015668429,1
-0.00050255,0.703886224,0.373688,1.170068312,-4.06E-34,0.260296071,0.015075433,1
-0.00031095,0.73112254,0.554142143,1.502991729,-1.97E-34,0.258789513,0.014990756,1
-0.000190727,0.752728475,0.725441277,1.775788257,-9.59E-35,0.257640509,0.015654872,1
-0.000116022,0.76940953,0.868374915,1.974209582,-4.65E-35,0.257064403,0.015903228,1
-7.00E-05,0.781976022,0.97430279,2.093311652,-2.26E-35,0.257148392,0.014703725,1
-4.19E-05,0.791233242,1.042722183,2.110859093,-1.09E-35,0.257815056,0.012006718,1
-2.49E-05,0.79791401,1.078738887,2.012404825,-5.30E-36,0.25888095,0.00844264,1
-1.47E-05,0.79804387,1.099037461,1.808744632,-2.57E-36,0.259503968,0.004989251,1
-8.65E-06,0.765190026,1.145617923,1.506124893,-1.24E-36,0.256210265,0.003577505,1
-5.05E-06,0.670153779,1.245615938,1.129496971,-6.02E-37,0.246756167,0.005742809,1
-2.93E-06,0.514736841,1.378551776,0.730911395,-2.91E-37,0.232948762,0.010069196,1
-1.69E-06,0.32774604,1.45501863,0.379365569,-1.41E-37,0.219263982,0.013627155,1
-9.67E-07,0.14266403,1.391693399,0.1554181,-6.80E-38,0.20886218,0.015014764,1
0.014569688,-0.01643027,1.182851212,0.083501443,-3.28E-38,0.202198855,0.014882866,1
0.110499803,-0.137803722,0.883170814,0.09712151,-1.58E-38,0.197027616,0.014539385,1
0.279601146,-0.219361055,0.559656407,0.172146246,-7.64E-39,0.192107936,0.01449617,1
0.432178825,-0.264823893,0.262800345,0.379414838,-3.69E-39,0.191564654,0.015643801,1
0.503390087,-0.280713739,0.025951804,0.738952112,-1.78E-39,0.198277406,0.017483131,1
0.487601944,-0.274420657,-0.105960321,1.142114255,-8.56E-40,0.208604657,0.018218748,1
0.414574328,-0.253074795,-0.088120276,1.518168154,-4.12E-40,0.217659323,0.017313544,1
0.326317028,-0.222916215,0.069711235,1.842016684,-1.98E-40,0.22269978,0.016803003,1
0.241979383,-0.188977983,0.286384233,2.022112924,-9.55E-41,0.220825002,0.018198555,1
0.163626337,-0.154988641,0.470502797,1.970583504,-4.59E-41,0.211056027,0.021009421,1
0.093182227,-0.123436525,0.568921109,1.696714812,-2.21E-41,0.196021009,0.0235127,1
0.040761734,-0.095743998,0.567248936,1.30727609,-1.06E-41,0.180209069,0.024531652,1
0.02743035,-0.072499513,0.483755127,1.010150897,-5.10E-42,0.169538242,0.023503136,1
0.061621294,-0.053701021,0.353538749,0.931385839,-2.45E-42,0.167083542,0.020827425,1
0.1390952,-0.038976521,0.21047279,1.11510268,-1.18E-42,0.171937733,0.017457293,1
0.28986938,-0.027762231,0.078428495,1.553471335,-5.64E-43,0.181288193,0.014628457,1
0.575424479,-0.01943215,-0.029523603,2.217445932,-2.70E-43,0.191916502,0.013008816,1
0.966853129,-0.013382166,-0.108559712,2.974756101,-1.30E-43,0.201429255,0.012248802,1
1.314940324,-0.001791905,-0.159176044,3.520014513,-6.21E-44,0.208633406,0.011485392,1
1.486063026,0.070076686,-0.184920119,3.624666193,-2.98E-44,0.210572257,0.010515379,1
1.443389824,0.3128665,-0.190824594,3.274547246,-1.43E-44,0.207871058,0.010430413,1
1.233232992,0.753893491,-0.173521359,2.610217078,-6.83E-45,0.203977836,0.01164182,1
0.934229963,1.215200913,-0.089708296,1.814796991,-3.27E-45,0.201029858,0.013461275,1
0.616729066,1.490190049,0.086029994,1.037021956,-1.56E-45,0.198680938,0.015611896,1
0.327457974,1.52291443,0.283053002,0.36787631,-7.47E-46,0.199438732,0.017258029,1
0.090529889,1.463833215,0.414824097,-0.151948172,-3.57E-46,0.20569644,0.017667024,1
-0.086099283,1.595594338,0.451430029,-0.515996285,-1.71E-46,0.216860128,0.017536422,1
-0.204423858,1.959764624,0.410451018,-0.737948414,-8.16E-47,0.229743721,0.017135492,1
-0.271954707,2.31837447,0.325328811,-0.841786391,-3.89E-47,0.237931553,0.016220383,1
-0.298804942,2.440785873,0.22538108,-0.855371247,-1.86E-47,0.237339246,0.015008205,1
-0.295746367,2.259997661,0.139371613,-0.80393459,-8.87E-48,0.228260512,0.01377505,1
-0.272892038,1.848138207,0.132957184,-0.698115114,-4.23E-48,0.214915263,0.012545524,1
-0.238863062,1.32777441,0.268535357,-0.537594459,-2.02E-48,0.207353604,0.011994696,1
-0.200376433,0.805277961,0.541438272,-0.318871267,-9.63E-49,0.212097964,0.012755503,1
-0.162184234,0.347679687,0.89181709,-0.056744872,-4.59E-49,0.227937864,0.014683502,1
-0.127266933,-0.013965983,1.250314101,0.216680272,-2.19E-49,0.249720651,0.017332646,1
-0.097171574,-0.273138018,1.566238635,0.469263217,-1.04E-49,0.272166831,0.02051766,1
-0.07239723,-0.437522752,1.8135044,0.679800684,-4.96E-50,0.291609068,0.023732332,1
-0.052756938,-0.52200457,1.984662411,0.839639069,-2.36E-50,0.306131628,0.026471582,1
-0.037675947,-0.544316412,2.067243874,0.942622078,-1.12E-50,0.315499065,0.028330311,1
-0.026412181,-0.522300614,1.997989421,0.958358727,-5.34E-51,0.32133185,0.028981946,1
-0.018202535,-0.472136822,1.747323786,0.87091516,-2.54E-51,0.329117314,0.028376718,1
-0.012348143,-0.40727362,1.362029375,0.702940226,-1.21E-51,0.343621284,0.026886314,1
-0.008254764,-0.337957693,0.923748406,0.496786837,-5.74E-52,0.364618859,0.025147003,1
-0.005443508,-0.271258819,0.50493526,0.291600467,-2.73E-52,0.387795757,0.023656161,1
-0.003544191,-0.211449876,0.150931903,0.113106158,-1.30E-52,0.408513201,0.0223652,1
-0.002280204,-0.149079273,-0.118984841,-0.026541119,-6.16E-53,0.422948945,0.020974189,1
-0.001450674,-0.02107867,-0.303728885,-0.12498099,-2.92E-53,0.424200655,0.019289067,1
-0.000913265,0.229133177,-0.412629909,-0.185680605,-1.39E-53,0.409338989,0.017317338,1
-0.000569274,0.60130872,-0.459865737,-0.21501034,-6.59E-54,0.382775775,0.015451424,1
-0.000351549,1.068585606,-0.460954246,-0.220360152,-3.12E-54,0.351873802,0.015061508,1
-0.000215186,1.614655419,-0.428343203,-0.208979906,-1.48E-54,0.322061452,0.017250781,1
-0.000130621,2.173409915,-0.361322198,-0.187286703,-7.03E-55,0.297916686,0.021365027,1
-7.87E-05,2.63528207,-0.255263381,-0.160496245,-3.33E-55,0.282452054,0.025801856,1
-4.70E-05,2.932046777,-0.1183547,-0.128665117,-1.58E-55,0.27562818,0.03002433,1
-2.79E-05,3.047594532,0.030212432,-0.074522441,-7.48E-56,0.275419443,0.033349127,1
-1.64E-05,2.93842744,0.170241998,0.011024486,-3.54E-56,0.281153992,0.034667262,1
-9.63E-06,2.582607617,0.281564427,0.111381497,-1.68E-56,0.292702412,0.034881565,1
-5.61E-06,2.038901529,0.340139923,0.190327889,-7.94E-57,0.310337837,0.034511666,1
-3.24E-06,1.414541347,0.338268391,0.22496012,-3.76E-57,0.332436245,0.033165165,1
-1.87E-06,0.810323071,0.289508108,0.216983196,-1.78E-57,0.356342727,0.030295523,1
-1.07E-06,0.292887937,0.215750534,0.181001487,-8.41E-58,0.380123457,0.027264696,1
-6.08E-07,-0.107106556,0.136310093,0.132663956,-3.98E-58,0.401562353,0.026511746,1
-3.44E-07,-0.385550882,0.063920693,0.083401051,-1.88E-58,0.418864137,0.02862083,1
0.001916943,-0.554233593,0.005109053,0.039854412,-8.90E-59,0.431198505,0.032682164,1
0.017616889,-0.632712617,-0.038008898,0.005069849,-4.20E-59,0.439039174,0.03684851,1
0.066583034,-0.642994041,-0.066018504,-0.020186549,-1.99E-59,0.443642028,0.03938941,1
0.169988612,-0.606274367,-0.080981663,-0.036484599,-9.39E-60,0.446292268,0.039556012,1
0.325851135,-0.541052456,-0.085630452,-0.045129976,-4.43E-60,0.447690071,0.037719536,1
0.508451465,-0.462185629,-0.082835207,-0.047770055,-2.09E-60,0.447975961,0.034704519,1
0.68724819,-0.380637447,-0.07525366,-0.04611388,-9.88E-61,0.446979717,0.031464653,1
0.839993632,-0.303724049,-0.065118487,-0.04173261,-4.66E-61,0.444211568,0.028738711,1
0.95584225,-0.235676395,-0.054140691,-0.035934253,-2.20E-61,0.438681096,0.026930269,1
1.029576574,-0.178348402,-0.043505793,-0.029708245,-1.04E-61,0.42975736,0.025738158,1
1.04360761,-0.131932647,-0.033934396,-0.02372761,-4.90E-62,0.417809919,0.025974438,1
0.975431064,-0.095590421,-0.025777396,-0.018390173,-2.31E-62,0.403931972,0.028232437,1
0.825997536,-0.067948953,-0.019120345,-0.013879296,-1.09E-62,0.389214377,0.031951326,1
0.624048577,-0.047455954,-0.013879154,-0.010228078,-5.13E-63,0.374268308,0.036031557,1
